credit_policy,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid,purpose_all_other,purpose_debt_consolidation,purpose_educational,purpose_credit_card,purpose_major_purchase,purpose_home_improvement,purpose_small_business
1,0.1221,166.58,11.2118,17.56,712,7170.00,13344,28.40,2,0,0,0,0,0,0,0,0,0,1
1,0.1189,298.48,11.3504,8.84,732,5519.96,5390,27.20,0,0,1,0,0,0,0,1,0,0,0
1,0.1411,143.77,9.8363,4.62,677,4783.96,2255,37.60,1,0,0,0,0,0,0,0,0,1,0
1,0.0932,207.66,10.3546,12.08,747,3450.00,2530,63.20,0,0,0,1,0,1,0,0,0,0,0
1,0.1284,504.27,11.5327,12.46,722,3329.96,2,0.10,2,0,0,0,0,1,0,0,0,0,0
1,0.1221,399.78,10.4913,20.33,677,3090.00,24029,70.30,1,0,0,0,1,0,0,0,0,0,0
1,0.0932,63.90,10.9419,5.71,787,3570.00,21,0.40,2,0,0,0,0,0,0,0,1,0,0
1,0.1411,684.58,11.3504,19.27,702,5489.96,17811,79.20,1,0,0,0,1,0,0,0,0,0,0
1,0.1221,499.73,11.9184,17.84,752,8069.96,0,0.00,1,0,0,0,1,0,0,0,0,0,0
1,0.1426,240.15,10.3735,13.35,682,1410.00,5999,27.60,1,0,0,1,0,1,0,0,0,0,0
1,0.0963,248.74,10.7996,11.36,737,5601.96,6720,19.00,0,0,0,0,1,0,0,0,0,0,0
1,0.1600,281.26,10.5558,2.31,667,1800.00,3292,58.80,1,1,0,0,1,0,0,0,0,0,0
1,0.1600,527.36,11.0349,7.88,687,2520.00,15896,83.20,1,0,0,1,0,1,0,0,0,0,0
1,0.1663,567.52,11.1563,0.26,667,3329.96,438,4.60,3,0,0,0,0,0,0,0,0,0,1
1,0.1505,693.83,11.2823,15.32,682,4379.96,18636,81.10,3,0,0,0,0,1,0,0,0,0,0
1,0.1474,552.59,10.9040,9.13,682,7620.00,17436,71.90,1,0,0,0,0,1,0,0,0,0,0
1,0.1253,836.66,11.9184,2.86,762,3389.96,14911,34.00,1,0,0,0,0,0,0,0,0,1,0
1,0.1442,498.55,10.3090,18.04,697,8910.96,20392,94.00,1,0,0,0,0,1,0,0,0,0,0
1,0.1316,287.05,11.2252,12.27,697,8069.96,30532,53.70,3,0,0,1,0,1,0,0,0,0,0
1,0.0737,248.37,11.0822,2.77,727,5219.96,31939,53.20,1,0,0,1,1,0,0,0,0,0,0
1,0.0800,188.02,10.7032,6.44,752,5340.00,5970,12.70,1,0,0,0,0,1,0,0,0,0,0
1,0.1347,447.78,10.5966,12.72,727,1499.96,9721,30.90,2,0,0,0,0,1,0,0,0,0,0
1,0.0963,160.48,11.4617,15.40,727,3090.00,9347,41.00,2,0,0,0,0,0,0,1,0,0,0
1,0.1189,348.23,11.6351,6.02,727,6719.96,13610,43.10,0,0,0,0,0,0,0,1,0,0,0
1,0.1474,51.81,10.5454,1.04,667,2130.00,1781,59.40,3,0,0,1,1,0,0,0,0,0,0
1,0.0932,159.74,10.8198,17.57,737,2669.96,7170,67.00,1,0,0,0,0,0,0,0,0,0,1
1,0.1189,530.63,11.3504,2.61,757,5041.00,29204,51.90,2,0,0,0,0,0,0,0,0,0,1
1,0.1426,274.45,10.5739,21.88,737,2681.00,16090,25.00,3,0,0,1,0,0,0,0,0,0,1
1,0.0768,49.91,10.0432,4.64,757,12391.00,2753,9.30,0,0,0,0,0,0,0,0,1,0,0
1,0.0737,372.55,10.8199,10.10,742,7769.96,56348,33.70,0,0,0,0,1,0,0,0,0,0,0
1,0.0963,417.23,10.6454,16.14,787,3840.00,0,0.00,1,0,0,0,0,0,0,0,0,0,1
1,0.1316,379.92,11.2252,18.69,702,3150.00,11197,81.70,2,0,0,0,0,1,0,0,0,0,0
1,0.0932,319.47,10.9151,0.39,782,4710.00,99,0.20,1,0,0,0,1,0,0,0,0,0,0
1,0.1253,251.00,10.5966,12.87,787,2249.96,298,1.00,0,0,0,1,0,0,0,0,0,0,1
1,0.1189,331.64,10.8780,17.12,727,2790.00,4435,59.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1568,113.76,9.3927,11.80,672,1499.96,3352,79.80,0,0,0,1,0,0,1,0,0,0,0
1,0.1347,407.08,11.1273,21.90,697,5408.00,43863,63.70,2,0,0,0,0,1,0,0,0,0,0
1,0.1284,235.33,11.0104,10.27,682,4202.96,3706,45.20,0,0,0,0,1,0,0,0,0,0,0
1,0.1316,405.25,10.9151,13.16,707,13681.00,9030,37.50,2,0,0,0,0,0,0,0,1,0,0
1,0.0800,313.37,11.3504,1.06,772,6780.00,2227,5.40,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,286.24,10.7144,24.75,697,4829.96,1924,91.60,1,0,0,1,0,1,0,0,0,0,0
1,0.0963,481.42,11.5129,4.81,802,9637.96,21267,33.90,1,0,0,0,0,0,0,0,0,0,1
1,0.0963,160.48,11.2430,8.63,722,5189.96,2602,51.00,1,0,0,0,1,0,0,0,0,0,0
1,0.1632,529.71,11.0821,16.39,672,5310.00,7467,48.80,2,0,0,0,1,0,0,0,0,0,0
1,0.1221,158.25,10.7189,20.95,747,5760.00,26272,33.70,1,0,0,0,1,0,0,0,0,0,0
1,0.1568,280.02,11.2898,16.30,662,4499.96,10702,59.80,0,0,0,0,0,1,0,0,0,0,0
1,0.0768,311.91,10.0858,0.00,737,1650.00,400,6.70,1,0,0,0,1,0,0,0,0,0,0
1,0.1221,666.30,11.3504,3.04,787,6510.00,13893,18.70,4,0,0,0,0,0,0,0,0,0,1
1,0.0932,527.13,11.0589,8.35,732,4079.96,41921,85.20,0,0,0,1,1,0,0,0,0,0,0
1,0.0932,233.22,10.3090,10.52,737,3243.00,8351,22.10,3,0,0,0,0,1,0,0,0,0,0
1,0.1505,416.30,10.2751,2.48,672,4019.96,4770,52.40,2,0,2,0,0,0,0,0,0,0,1
1,0.1568,525.03,11.6351,13.12,757,7560.00,50910,32.60,0,0,0,0,0,1,0,0,0,0,0
1,0.1411,232.76,10.5321,10.30,707,3779.96,1356,17.40,2,1,0,0,0,0,0,0,0,0,1
1,0.1253,669.33,11.1273,18.23,732,5070.00,25313,43.40,2,0,0,0,0,1,0,0,0,0,0
1,0.1221,599.67,10.8691,13.36,742,5640.00,17064,56.70,0,0,0,0,0,1,0,0,0,0,0
1,0.1253,117.14,10.4631,13.39,707,4889.96,7730,33.60,1,0,0,0,0,0,0,1,0,0,0
1,0.1316,362.19,10.9151,12.09,702,2219.96,20854,49.30,2,0,0,0,0,0,0,1,0,0,0
1,0.1347,101.77,11.0974,14.60,687,5978.96,15093,95.50,1,0,0,1,0,1,0,0,0,0,0
1,0.1474,120.88,11.4926,19.94,672,6180.00,36162,89.50,3,0,0,1,1,0,0,0,0,0,0
1,0.0800,100.28,10.6919,17.92,742,1949.96,849,10.70,0,0,0,0,0,0,0,0,0,0,1
1,0.0800,470.05,11.1634,17.11,727,3450.00,8952,22.30,1,0,0,0,1,0,0,0,0,0,0
1,0.1284,806.83,11.2252,18.51,772,6780.00,7815,6.10,0,0,0,0,0,0,0,0,0,0,1
1,0.1474,386.82,11.0635,16.21,687,4320.00,10673,93.60,0,0,0,0,1,0,0,0,0,0,0
1,0.1568,245.02,10.7364,20.87,677,2339.96,5546,97.30,0,0,0,0,0,1,0,0,0,0,0
1,0.0963,320.95,10.5444,15.05,737,4079.96,1571,11.90,0,0,0,0,0,1,0,0,0,0,0
1,0.1632,247.20,10.9151,3.99,662,2189.96,4747,93.10,1,1,0,0,0,1,0,0,0,0,0
1,0.0800,172.35,10.3736,19.20,757,3749.96,6860,29.40,0,0,0,0,0,1,0,0,0,0,0
1,0.1316,168.86,10.4043,14.00,697,1710.00,4536,33.10,0,0,1,0,0,1,0,0,0,0,0
1,0.1568,245.02,10.1346,5.57,662,1499.96,4748,53.30,2,0,0,0,1,0,0,0,0,0,0
1,0.1316,844.26,11.7361,8.24,727,5549.96,14323,50.30,1,0,0,1,0,0,0,1,0,0,0
1,0.1221,632.99,11.5617,15.51,752,11520.00,49836,42.10,1,0,0,0,0,0,0,0,0,0,1
1,0.1821,290.07,11.2252,13.92,662,4889.96,8111,57.90,2,0,0,0,0,1,0,0,0,0,0
1,0.1189,198.99,11.0974,21.07,722,4769.96,18136,44.70,0,0,0,0,1,0,0,0,0,0,0
1,0.1600,404.31,10.4610,21.09,662,4529.96,22416,67.00,1,0,0,0,0,1,0,0,0,0,0
1,0.1284,537.89,10.6430,10.37,717,3719.96,16016,84.70,0,0,0,0,0,1,0,0,0,0,0
1,0.1347,237.46,10.5219,14.71,707,3810.00,3915,93.20,0,0,0,0,0,1,0,0,0,0,0
1,0.1221,258.20,10.6383,17.78,717,2520.00,14610,76.90,0,0,0,1,0,0,0,1,0,0,0
1,0.0800,263.23,11.1563,3.05,777,4020.96,1506,6.60,0,0,0,0,1,0,0,0,0,0,0
1,0.0800,172.35,11.3022,9.87,782,5730.00,4590,14.70,0,0,0,0,1,0,0,0,0,0,0
1,0.1284,168.09,10.3090,2.60,757,4590.00,724,2.80,1,0,0,0,1,0,0,0,0,0,0
1,0.1505,346.92,10.7580,20.19,752,4621.00,0,27.70,2,0,0,0,0,0,0,0,1,0,0
1,0.1316,337.71,10.7144,3.97,732,2789.00,2025,15.60,1,0,0,1,1,0,0,0,0,0,0
1,0.0768,374.29,11.1562,12.62,722,2911.00,16810,32.30,2,0,0,1,1,0,0,0,0,0,0
1,0.0963,215.04,9.5104,6.40,807,9209.96,35,1.70,0,0,0,0,0,0,0,0,1,0,0
1,0.0800,125.35,11.1562,8.78,757,2790.00,3008,8.70,0,0,0,0,0,0,0,0,0,1,0
1,0.1347,407.08,11.0021,15.12,697,2520.00,12540,54.30,1,0,0,0,0,1,0,0,0,0,0
1,0.0963,385.14,10.9157,21.17,757,10739.96,25133,38.80,1,0,0,0,0,0,0,1,0,0,0
1,0.1632,331.95,10.8198,1.46,692,1620.00,4700,51.60,1,0,0,0,1,0,0,0,0,0,0
1,0.1411,342.29,11.9829,9.27,677,5189.96,10843,68.60,0,1,0,1,1,0,0,0,0,0,0
1,0.1347,407.08,10.1491,9.20,722,11339.96,11377,94.80,1,0,0,1,0,1,0,0,0,0,0
1,0.0963,320.95,10.8254,13.77,737,5400.00,1251,5.50,1,0,1,0,0,1,0,0,0,0,0
1,0.1505,477.01,10.3090,17.96,687,1441.00,5269,15.10,3,0,0,1,0,0,0,0,0,0,1
1,0.1221,499.73,11.5460,8.57,772,4109.96,11700,42.50,0,0,0,0,0,0,0,0,0,0,1
1,0.1284,84.05,10.6690,8.76,687,5670.00,1580,14.00,1,0,0,0,0,1,0,0,0,0,0
1,0.1347,339.23,11.2252,14.91,732,3737.96,26694,98.90,3,0,0,0,0,1,0,0,0,0,0
1,0.1284,504.27,11.0821,6.65,717,2190.96,27201,57.40,0,0,0,0,0,0,0,1,0,0,0
1,0.0963,320.95,10.5966,12.81,742,8370.00,7108,18.30,2,0,0,0,0,1,0,0,0,0,0
1,0.1442,687.66,12.4646,16.97,697,7799.96,58981,84.90,2,0,0,0,0,0,0,0,1,0,0
1,0.0800,156.69,10.9151,9.05,757,2490.00,1012,10.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1221,666.30,10.8493,3.10,782,2850.00,99,0.40,0,0,0,0,1,0,0,0,0,0,0
1,0.1537,104.54,11.0021,1.00,672,1800.00,1048,31.80,1,0,0,1,1,0,0,0,0,0,0
1,0.1474,276.30,10.3090,15.44,677,8617.00,21202,88.00,0,1,0,0,0,1,0,0,0,0,0
1,0.0932,313.08,10.4341,22.62,747,6725.96,16248,23.90,0,0,0,0,0,1,0,0,0,0,0
1,0.0932,159.74,10.1266,3.89,777,3419.96,3901,10.60,2,0,0,0,0,0,0,0,0,1,0
1,0.1284,672.36,11.3850,1.95,787,2730.00,45210,3.80,1,0,0,0,1,0,0,0,0,0,0
1,0.1726,894.61,12.4875,12.76,692,6599.96,35172,95.30,0,0,0,1,0,1,0,0,0,0,0
1,0.1442,687.66,11.1844,23.25,697,6659.96,18789,52.00,3,0,0,0,0,1,0,0,0,0,0
1,0.1221,399.78,11.0021,16.16,742,4379.96,24904,66.40,2,0,0,0,0,0,0,1,0,0,0
1,0.1411,410.75,11.0382,22.03,682,3150.00,4532,32.40,0,0,0,0,0,1,0,0,0,0,0
1,0.1632,474.97,11.3829,18.64,662,7920.00,6021,57.90,0,1,0,0,0,1,0,0,0,0,0
1,0.1379,391.87,10.7342,10.30,697,3659.96,11361,35.30,0,3,0,0,0,1,0,0,0,0,0
1,0.0963,224.66,11.4296,8.05,757,4799.96,962,4.60,0,1,0,0,0,0,0,0,0,1,0
1,0.1474,690.74,10.7144,9.31,697,3374.96,1483,4.20,0,0,0,0,1,0,0,0,0,0,0
1,0.0600,91.27,9.7934,5.69,727,4320.00,859,10.70,0,0,0,0,0,0,1,0,0,0,0
1,0.1695,356.27,11.0021,11.18,662,3336.96,6070,88.00,1,0,0,0,0,0,0,0,0,0,1
1,0.1379,340.76,10.4487,14.71,692,2520.00,8316,52.60,0,0,0,0,0,0,0,1,0,0,0
1,0.1218,399.60,11.0485,9.03,712,7321.00,16353,31.90,0,0,0,0,1,0,0,0,0,0,0
1,0.1347,67.85,9.8849,16.32,692,2189.96,6191,72.00,1,0,0,0,1,0,0,0,0,0,0
1,0.0963,513.51,11.6952,2.50,802,12330.00,8823,7.40,1,0,0,0,0,0,0,0,0,0,1
1,0.1284,242.05,10.8199,13.17,702,10259.96,19434,43.20,2,0,0,0,0,1,0,0,0,0,0
1,0.1253,301.20,11.4295,20.30,722,4446.96,42813,0.00,2,0,0,1,0,0,0,0,0,1,0
1,0.1496,207.87,11.2050,18.43,662,5517.00,14417,82.90,0,0,0,0,1,0,0,0,0,0,0
1,0.1347,542.77,12.2549,14.93,707,6359.96,46392,81.10,1,0,0,0,0,0,0,0,0,1,0
1,0.1505,190.81,10.6690,12.70,667,3719.96,1953,57.40,2,1,0,0,1,0,0,0,0,0,0
1,0.0932,191.69,11.1124,19.45,747,7409.96,42518,68.90,2,0,0,0,0,0,0,1,0,0,0
1,0.0932,191.69,10.9508,11.56,777,6810.00,14650,24.50,5,0,0,0,1,0,0,0,0,0,0
1,0.1253,167.34,11.5617,23.90,707,7500.00,70432,89.30,0,0,0,0,0,0,0,0,0,0,1
1,0.1221,666.30,11.6952,8.22,782,6450.00,3606,4.50,0,0,0,0,0,0,0,0,0,0,1
1,0.1505,260.19,12.3656,15.01,672,7500.00,82153,88.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1442,51.58,11.2354,11.40,677,3510.00,457,18.00,0,0,0,0,1,0,0,0,0,0,0
1,0.1505,294.88,9.9988,13.75,672,1740.00,11131,57.70,1,0,0,1,0,1,0,0,0,0,0
1,0.1253,187.42,10.4631,14.43,702,8130.96,15341,40.20,1,0,0,1,0,0,0,0,1,0,0
1,0.1126,312.21,11.1844,3.73,747,2070.00,700,14.60,7,0,0,0,1,0,0,0,0,0,0
1,0.1316,303.94,10.5966,9.66,727,4019.96,1813,27.10,1,0,1,0,1,0,0,0,0,0,0
1,0.1347,244.25,11.3908,12.83,687,3510.00,28767,74.90,1,0,0,0,0,1,0,0,0,0,0
1,0.1505,156.12,11.3145,11.56,667,3630.00,0,0.00,1,2,1,0,0,0,0,0,1,0,0
1,0.1411,329.46,10.7144,22.48,682,2309.96,13575,73.80,0,0,0,1,0,1,0,0,0,0,0
1,0.1347,284.95,11.0349,13.53,692,3990.00,9631,74.70,3,0,0,0,0,1,0,0,0,0,0
1,0.1347,814.15,11.5129,7.25,737,2160.00,5,0.20,3,0,0,0,0,0,0,0,0,0,1
1,0.1379,511.14,10.9682,11.07,707,3120.00,15166,94.80,2,0,0,0,0,0,0,1,0,0,0
1,0.1442,55.02,10.1542,12.98,692,1260.00,0,0.00,0,0,1,0,0,0,0,0,0,1,0
1,0.1221,333.15,9.9523,8.46,717,1829.96,6711,53.30,1,0,0,0,1,0,0,0,0,0,0
1,0.1316,413.69,10.0858,11.35,707,2130.00,4850,53.90,1,0,0,1,0,0,0,0,0,0,1
1,0.1158,528.22,12.6115,7.60,697,4214.00,41491,60.90,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,238.53,10.2036,21.91,697,3180.00,7494,94.90,0,0,0,0,0,1,0,0,0,0,0
1,0.1411,676.02,11.0821,18.85,702,8250.00,11667,33.10,1,0,0,1,0,1,0,0,0,0,0
1,0.1347,169.62,11.2898,3.67,697,5100.00,3048,33.90,0,1,0,0,1,0,0,0,0,0,0
1,0.1316,506.56,11.2050,18.87,727,9450.00,49542,54.60,2,0,0,0,0,0,0,1,0,0,0
1,0.0932,319.47,10.4734,19.88,762,2760.00,12255,24.20,0,0,0,0,0,1,0,0,0,0,0
1,0.0932,63.90,11.0666,12.04,742,2760.00,0,0.00,0,0,0,0,0,0,0,0,0,0,1
1,0.1442,171.92,11.5808,1.96,697,2669.96,4233,46.00,0,0,0,1,0,0,0,0,0,0,1
1,0.1411,164.30,10.5023,14.67,672,1394.00,8038,51.50,0,0,0,0,0,1,0,0,0,0,0
1,0.0932,255.58,11.8130,5.18,752,5010.00,79821,37.10,0,0,0,0,1,0,0,0,0,0,0
1,0.1189,663.28,10.7055,17.33,772,9119.96,22828,21.40,1,0,0,0,1,0,0,0,0,0,0
1,0.1379,681.51,11.8422,7.12,712,5100.00,7629,25.30,0,0,0,0,1,0,0,0,0,0,0
1,0.0768,124.77,10.5453,13.45,802,4560.00,3199,7.40,0,0,0,0,0,1,0,0,0,0,0
1,0.1253,836.66,11.6527,1.39,762,2160.00,30215,49.60,1,0,0,1,1,0,0,0,0,0,0
1,0.1379,170.38,10.4386,5.69,692,5159.96,445,89.00,2,0,0,0,0,1,0,0,0,0,0
1,0.0800,313.37,11.0021,0.36,792,2520.00,1858,12.70,0,0,0,0,1,0,0,0,0,0,0
1,0.1568,420.02,10.7363,4.04,667,3389.96,7805,41.90,0,0,0,0,0,1,0,0,0,0,0
1,0.0963,385.14,11.2252,14.93,757,4109.96,2300,11.30,0,0,0,0,1,0,0,0,0,0,0
1,0.1379,436.17,11.5991,24.88,702,5280.00,39311,85.80,0,0,0,0,0,0,0,1,0,0,0
1,0.0768,194.95,10.6690,21.43,797,4049.96,2094,7.70,1,0,0,0,0,0,0,0,0,0,1
1,0.1632,353.14,10.7790,20.55,672,4799.96,3996,97.50,0,0,1,1,0,1,0,0,0,0,0
1,0.1095,170.12,11.3022,10.34,692,8948.00,25972,89.60,1,0,0,0,1,0,0,0,0,0,0
1,0.1600,527.36,10.8198,7.92,702,4139.96,5918,98.60,1,0,0,1,0,0,0,0,0,0,1
1,0.1189,238.79,10.6920,6.98,712,5040.00,9144,25.50,0,0,0,0,0,0,0,1,0,0,0
1,0.1189,198.99,11.1563,7.23,722,2249.96,4965,53.40,0,0,0,0,1,0,0,0,0,0,0
1,0.1284,336.18,11.7906,2.00,712,9209.96,3462,21.60,0,0,0,0,0,0,0,1,0,0,0
1,0.1474,172.69,10.9508,9.81,687,6120.00,3335,45.10,2,0,0,1,0,0,1,0,0,0,0
1,0.1221,199.89,10.5966,0.60,747,3779.96,297,5.80,0,0,0,0,0,0,0,0,1,0,0
1,0.1568,210.01,10.8590,23.35,667,3870.00,7160,62.30,1,0,0,0,0,1,0,0,0,0,0
1,0.1316,432.26,11.0349,3.74,707,2339.96,6214,20.80,0,0,0,0,0,1,0,0,0,0,0
1,0.1253,560.56,10.7144,22.45,712,4139.96,11860,45.10,1,0,0,0,0,1,0,0,0,0,0
1,0.1379,170.38,10.4487,7.41,697,12390.00,693,23.10,1,0,0,0,0,1,0,0,0,0,0
1,0.1632,141.26,11.4825,20.89,667,5669.96,34008,98.30,0,0,0,0,0,1,0,0,0,0,0
1,0.1474,414.45,10.9349,3.87,677,1829.96,7810,37.50,1,0,0,0,0,1,0,0,0,0,0
1,0.1316,405.25,11.3386,9.40,702,3299.96,15127,45.60,0,0,1,0,0,1,0,0,0,0,0
1,0.1316,324.20,10.6919,5.21,702,13770.00,7491,71.30,0,1,0,0,0,1,0,0,0,0,0
1,0.1537,684.73,10.8453,11.72,687,5939.96,43620,92.90,0,0,0,0,0,0,0,1,0,0,0
1,0.1474,442.08,11.2252,14.96,692,3270.00,24769,90.10,2,1,0,0,0,0,0,1,0,0,0
1,0.0800,222.49,11.0822,13.25,757,6510.00,4409,12.40,3,0,0,0,0,1,0,0,0,0,0
1,0.1411,313.20,11.5129,24.34,692,13410.00,46268,92.90,1,1,0,1,0,1,0,0,0,0,0
1,0.1189,414.55,11.0021,14.68,737,4230.00,12663,34.40,1,0,0,0,0,0,0,1,0,0,0
1,0.1537,139.39,10.2400,23.83,672,1139.96,4071,78.30,0,0,0,0,0,1,0,0,0,0,0
1,0.1682,533.43,11.9829,22.57,682,3600.04,15214,68.70,0,2,0,0,0,1,0,0,0,0,0
1,0.1095,654.28,11.1117,18.89,777,8909.96,12683,18.10,0,0,0,0,0,0,0,0,0,1,0
1,0.1568,385.02,11.1563,14.97,662,12539.96,9649,50.50,0,0,0,1,0,0,0,0,0,1,0
1,0.1635,706.59,11.5129,20.93,677,4863.00,22739,59.50,0,0,0,0,0,1,0,0,0,0,0
1,0.0800,150.42,11.0349,1.20,787,6689.96,3473,10.70,4,0,0,0,0,0,0,0,0,1,0
1,0.1284,336.18,10.7790,4.00,707,3181.00,7350,13.80,3,1,0,0,1,0,0,0,0,0,0
1,0.1474,690.74,11.2645,15.51,687,8580.00,19367,49.90,2,0,0,0,0,1,0,0,0,0,0
1,0.1253,401.60,10.4913,24.60,712,4109.96,13376,33.90,2,0,0,0,1,0,0,0,0,0,0
1,0.1347,379.94,11.7110,14.28,722,5601.96,0,0.00,1,1,0,1,0,0,1,0,0,0,0
1,0.0963,433.28,10.8967,18.20,757,4431.96,18116,40.70,0,0,0,0,0,0,0,0,0,0,1
1,0.0768,165.32,10.3395,0.58,812,6959.96,1674,8.80,1,0,0,0,0,1,0,0,0,0,0
1,0.1316,50.66,10.3090,10.44,682,8220.00,10926,72.40,2,1,0,0,1,0,0,0,0,0,0
1,0.1442,192.55,10.3890,6.09,672,2279.96,3805,48.80,2,0,0,0,1,0,0,0,0,0,0
1,0.1221,333.15,11.2252,11.02,712,5760.00,9484,83.90,0,0,0,0,0,0,0,1,0,0,0
1,0.1726,150.30,10.6690,12.31,662,2669.96,9753,95.90,1,0,0,0,0,1,0,0,0,0,0
1,0.1411,410.75,11.4295,7.63,692,1979.96,752,2.50,2,2,0,1,0,0,0,0,0,0,1
1,0.1505,138.77,9.9988,19.75,667,2341.96,555,3.90,2,1,0,0,1,0,0,0,0,0,0
1,0.1568,328.14,10.5966,14.10,662,2669.96,4485,25.80,0,2,0,1,1,0,0,0,0,0,0
1,0.0932,263.57,10.5866,24.45,757,8970.00,29576,41.10,2,0,0,0,0,0,0,1,0,0,0
1,0.1442,481.36,10.5227,22.13,682,3329.96,1840,26.70,1,0,0,0,0,1,0,0,0,0,0
1,0.1253,560.56,11.0021,8.56,727,6599.96,25409,38.10,0,0,0,0,0,0,0,0,0,1,0
1,0.1726,687.06,10.9793,9.78,677,3482.00,20732,96.00,0,0,0,0,0,1,0,0,0,0,0
1,0.1221,266.52,11.1844,9.87,782,4829.96,54855,10.80,0,0,0,0,0,1,0,0,0,0,0
1,0.0800,156.69,11.2772,0.50,782,7622.00,33,0.20,2,0,0,0,1,0,0,0,0,0,0
1,0.0737,543.30,11.6742,8.61,762,3570.00,3524,8.70,2,0,0,0,1,0,0,0,0,0,0
1,0.1221,149.92,10.7893,16.70,712,2430.00,5198,41.60,2,0,0,0,0,0,0,0,1,0,0
1,0.0932,255.58,10.8141,14.99,762,3600.00,1575,21.90,0,0,0,0,1,0,0,0,0,0,0
1,0.1682,675.68,10.8198,18.41,667,4890.04,9246,85.60,2,0,1,0,0,1,0,0,0,0,0
1,0.1537,209.08,11.3853,13.24,662,5489.96,24214,68.00,0,0,0,0,0,1,0,0,0,0,0
1,0.0932,159.74,10.7536,5.05,792,5430.00,1767,14.70,0,0,0,0,1,0,0,0,0,0,0
1,0.0788,375.37,11.6082,16.27,762,4793.00,12311,24.90,2,0,0,0,0,1,0,0,0,0,0
1,0.1347,407.08,11.2898,23.83,692,6390.00,8762,31.90,3,0,0,0,0,0,0,0,0,0,1
1,0.1316,290.43,10.7364,7.98,702,3881.00,553,2.80,1,0,0,0,0,0,0,0,0,0,1
1,0.1379,68.16,10.8803,18.07,692,3329.96,16306,95.90,0,0,0,0,0,0,0,1,0,0,0
1,0.1442,55.02,8.9981,19.14,682,3779.96,2816,93.90,2,0,0,0,1,0,0,0,0,0,0
1,0.0963,144.43,10.5453,0.82,747,6870.00,752,27.90,1,0,0,1,1,0,0,0,0,0,0
1,0.1442,524.34,11.0021,20.64,712,4529.96,51790,96.10,1,0,0,1,0,1,0,0,0,0,0
1,0.1537,519.21,10.5965,16.89,662,3809.96,15586,83.30,0,0,0,0,0,1,0,0,0,0,0
1,0.1600,140.63,9.7757,1.70,677,1350.00,301,8.90,0,0,0,0,1,0,0,0,0,0,0
1,0.1189,596.96,11.1844,22.30,747,3689.96,23518,32.90,2,0,0,0,0,1,0,0,0,0,0
1,0.1537,174.24,10.5453,0.32,702,3090.00,260,10.40,1,0,0,0,1,0,0,0,0,0,0
1,0.1505,867.29,11.6952,3.26,712,3844.00,3173,6.20,1,1,0,0,1,0,0,0,0,0,0
1,0.1537,313.62,10.4631,6.27,712,1199.96,8534,29.30,2,0,0,0,1,0,0,0,0,0,0
1,0.1253,234.27,10.1265,21.08,717,3299.96,4702,61.90,1,0,0,0,0,1,0,0,0,0,0
1,0.1600,457.05,10.6736,11.08,672,2939.96,2350,63.50,0,0,0,0,0,1,0,0,0,0,0
1,0.0932,287.53,11.6263,0.43,802,5460.00,1074,3.90,1,0,0,0,0,0,0,0,0,0,1
1,0.1474,138.15,10.1660,14.72,672,3480.00,2229,58.70,3,0,0,0,0,1,0,0,0,0,0
1,0.0963,320.95,10.6454,1.14,752,1859.96,974,4.50,1,0,0,0,0,0,0,0,0,1,0
1,0.1600,351.58,11.3850,11.85,662,2639.96,12125,69.30,2,0,0,0,1,0,0,0,0,0,0
1,0.1565,699.73,11.0021,20.74,742,6692.00,24030,82.90,3,0,0,0,0,0,0,0,0,0,1
1,0.1663,354.70,10.1659,4.62,687,1229.96,5785,54.60,1,0,0,1,1,0,0,0,0,0,0
1,0.1442,51.58,11.0021,12.04,667,3719.96,2287,47.60,1,0,0,1,1,0,0,0,0,0,0
1,0.1316,216.13,11.2898,17.16,697,4950.00,22630,53.90,1,0,0,0,0,0,0,1,0,0,0
1,0.1379,306.68,11.2898,0.09,697,2853.00,3230,10.30,0,1,0,0,1,0,0,0,0,0,0
1,0.0800,313.37,12.1007,7.26,772,13830.00,22141,15.20,1,0,0,0,1,0,0,0,0,0,0
1,0.0963,449.32,11.7361,7.81,747,7530.00,17649,58.10,0,0,0,0,0,1,0,0,0,0,0
1,0.0963,307.31,10.9507,10.72,717,1440.00,8305,26.90,0,0,0,0,1,0,0,0,0,0,0
1,0.1411,684.58,11.6082,13.18,702,5579.96,25277,80.80,0,1,0,0,0,0,0,1,0,0,0
1,0.0768,86.56,9.8234,4.55,762,4590.00,1223,6.60,1,0,0,0,0,1,0,0,0,0,0
1,0.1411,123.23,10.5187,3.31,697,3659.96,3437,90.40,1,1,0,0,0,1,0,0,0,0,0
1,0.1284,504.27,11.3504,11.92,722,5489.96,27662,73.40,0,0,0,0,0,0,0,0,0,0,1
1,0.1505,143.97,9.3927,5.80,682,1260.00,1950,67.20,0,0,0,0,0,1,0,0,0,0,0
1,0.1411,123.23,10.3090,0.04,727,6239.96,1,0.00,0,0,1,0,0,0,0,0,0,0,1
